Mev_period0,Mev_period1,Mev_period2,Mev_period3,gas_fees_period0,gas_fees_period1,gas_fees_period2,gas_fees_period3,price_volitility_period0,price_volitility_period1,price_volitility_period2,price_volitility_period3
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.790259278346251204e-01,3.607901571674787533e-03,4.281690775517856817e-01,6.000579876420545355e-01,3.866832801233548444e-01,2.065482423498480324e-01,9.744794146846134097e-01,4.010273040526443067e-01
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.607901571674787533e-03,4.281690775517856817e-01,6.000579876420545355e-01,9.563664383202293839e-01,2.065482423498480324e-01,9.744794146846134097e-01,4.010273040526443067e-01,9.822768003798622027e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,4.281690775517856817e-01,6.000579876420545355e-01,9.563664383202293839e-01,8.513157025495188268e-02,9.744794146846134097e-01,4.010273040526443067e-01,9.822768003798622027e-01,5.091865393909155157e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000579876420545355e-01,9.563664383202293839e-01,8.513157025495188268e-02,3.813525299944164892e-01,4.010273040526443067e-01,9.822768003798622027e-01,5.091865393909155157e-01,7.030970362146541364e-01
1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.563664383202293839e-01,8.513157025495188268e-02,3.813525299944164892e-01,7.187142236774994863e-01,9.822768003798622027e-01,5.091865393909155157e-01,7.030970362146541364e-01,9.484722057971219922e-01
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.513157025495188268e-02,3.813525299944164892e-01,7.187142236774994863e-01,9.835843884993307196e-01,5.091865393909155157e-01,7.030970362146541364e-01,9.484722057971219922e-01,5.407225232915102708e-02
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.813525299944164892e-01,7.187142236774994863e-01,9.835843884993307196e-01,6.495410708578723824e-01,7.030970362146541364e-01,9.484722057971219922e-01,5.407225232915102708e-02,2.773786840896185213e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,7.187142236774994863e-01,9.835843884993307196e-01,6.495410708578723824e-01,7.166790285382029779e-03,9.484722057971219922e-01,5.407225232915102708e-02,2.773786840896185213e-01,6.378032972400649037e-02
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,9.835843884993307196e-01,6.495410708578723824e-01,7.166790285382029779e-03,1.779286907888747438e-01,5.407225232915102708e-02,2.773786840896185213e-01,6.378032972400649037e-02,9.575838199300861220e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,6.495410708578723824e-01,7.166790285382029779e-03,1.779286907888747438e-01,5.477563554119867506e-01,2.773786840896185213e-01,6.378032972400649037e-02,9.575838199300861220e-01,7.670901499069262552e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,7.166790285382029779e-03,1.779286907888747438e-01,5.477563554119867506e-01,9.304530459664261954e-01,6.378032972400649037e-02,9.575838199300861220e-01,7.670901499069262552e-01,1.563811756884030402e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.779286907888747438e-01,5.477563554119867506e-01,9.304530459664261954e-01,5.773525918669093482e-01,9.575838199300861220e-01,7.670901499069262552e-01,1.563811756884030402e-01,4.096649875491614745e-01
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.477563554119867506e-01,9.304530459664261954e-01,5.773525918669093482e-01,1.806176345272506589e-01,7.670901499069262552e-01,1.563811756884030402e-01,4.096649875491614745e-01,7.526147002122194341e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,9.304530459664261954e-01,5.773525918669093482e-01,1.806176345272506589e-01,3.935665384635125275e-01,1.563811756884030402e-01,4.096649875491614745e-01,7.526147002122194341e-01,5.148877083124802079e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.773525918669093482e-01,1.806176345272506589e-01,3.935665384635125275e-01,1.107746241654827823e-02,4.096649875491614745e-01,7.526147002122194341e-01,5.148877083124802079e-01,7.897077378333733355e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.806176345272506589e-01,3.935665384635125275e-01,1.107746241654827823e-02,3.478764316409961310e-01,7.526147002122194341e-01,5.148877083124802079e-01,7.897077378333733355e-01,9.539355932626669698e-01
2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.935665384635125275e-01,1.107746241654827823e-02,3.478764316409961310e-01,4.577133745287138566e-01,5.148877083124802079e-01,7.897077378333733355e-01,9.539355932626669698e-01,8.572430904635350846e-01
1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.107746241654827823e-02,3.478764316409961310e-01,4.577133745287138566e-01,4.059356750262039792e-01,7.897077378333733355e-01,9.539355932626669698e-01,8.572430904635350846e-01,2.506650834637935699e-02
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.478764316409961310e-01,4.577133745287138566e-01,4.059356750262039792e-01,5.413529844627097409e-01,9.539355932626669698e-01,8.572430904635350846e-01,2.506650834637935699e-02,1.653129589155510892e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,4.577133745287138566e-01,4.059356750262039792e-01,5.413529844627097409e-01,2.090098879233891482e-01,8.572430904635350846e-01,2.506650834637935699e-02,1.653129589155510892e-01,4.363598074504572155e-01
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.059356750262039792e-01,5.413529844627097409e-01,2.090098879233891482e-01,7.139149395807734555e-01,2.506650834637935699e-02,1.653129589155510892e-01,4.363598074504572155e-01,4.277034730448515676e-01
3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.413529844627097409e-01,2.090098879233891482e-01,7.139149395807734555e-01,4.999560930648128121e-01,1.653129589155510892e-01,4.363598074504572155e-01,4.277034730448515676e-01,6.947370042960626657e-01
3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.090098879233891482e-01,7.139149395807734555e-01,4.999560930648128121e-01,8.962353862354192069e-01,4.363598074504572155e-01,4.277034730448515676e-01,6.947370042960626657e-01,5.146160652579168104e-02
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,7.139149395807734555e-01,4.999560930648128121e-01,8.962353862354192069e-01,4.020670413839855240e-02,4.277034730448515676e-01,6.947370042960626657e-01,5.146160652579168104e-02,5.826881310558658100e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.999560930648128121e-01,8.962353862354192069e-01,4.020670413839855240e-02,3.514020403688030703e-01,6.947370042960626657e-01,5.146160652579168104e-02,5.826881310558658100e-01,2.937271195011488256e-01
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.962353862354192069e-01,4.020670413839855240e-02,3.514020403688030703e-01,7.058816257226754320e-01,5.146160652579168104e-02,5.826881310558658100e-01,2.937271195011488256e-01,2.856226364358940284e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.020670413839855240e-02,3.514020403688030703e-01,7.058816257226754320e-01,8.821081335342004781e-01,5.826881310558658100e-01,2.937271195011488256e-01,2.856226364358940284e-01,5.561763623735529460e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.514020403688030703e-01,7.058816257226754320e-01,8.821081335342004781e-01,5.548755725207497047e-01,2.937271195011488256e-01,2.856226364358940284e-01,5.561763623735529460e-01,2.746485317165091589e-01
2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,7.058816257226754320e-01,8.821081335342004781e-01,5.548755725207497047e-01,3.500653002744525955e-01,2.856226364358940284e-01,5.561763623735529460e-01,2.746485317165091589e-01,4.320468780237609607e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.821081335342004781e-01,5.548755725207497047e-01,3.500653002744525955e-01,8.610918350364497043e-01,5.561763623735529460e-01,2.746485317165091589e-01,4.320468780237609607e-01,7.972816432072141746e-01
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.548755725207497047e-01,3.500653002744525955e-01,8.610918350364497043e-01,8.251406545927418845e-01,2.746485317165091589e-01,4.320468780237609607e-01,7.972816432072141746e-01,8.393611447035114193e-01
0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.500653002744525955e-01,8.610918350364497043e-01,8.251406545927418845e-01,1.641606976275928886e-01,4.320468780237609607e-01,7.972816432072141746e-01,8.393611447035114193e-01,8.104242888159292058e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.610918350364497043e-01,8.251406545927418845e-01,1.641606976275928886e-01,9.847481641125016560e-01,7.972816432072141746e-01,8.393611447035114193e-01,8.104242888159292058e-01,4.626370875247786119e-01
3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.251406545927418845e-01,1.641606976275928886e-01,9.847481641125016560e-01,6.553247687114848175e-01,8.393611447035114193e-01,8.104242888159292058e-01,4.626370875247786119e-01,6.167716030633575430e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.641606976275928886e-01,9.847481641125016560e-01,6.553247687114848175e-01,4.913965509200948212e-01,8.104242888159292058e-01,4.626370875247786119e-01,6.167716030633575430e-01,3.519255348314251908e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,9.847481641125016560e-01,6.553247687114848175e-01,4.913965509200948212e-01,4.971762193134178220e-01,4.626370875247786119e-01,6.167716030633575430e-01,3.519255348314251908e-01,5.443328741679329674e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.553247687114848175e-01,4.913965509200948212e-01,4.971762193134178220e-01,6.616324405755590332e-01,6.167716030633575430e-01,3.519255348314251908e-01,5.443328741679329674e-01,5.339013465034282424e-01
3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.913965509200948212e-01,4.971762193134178220e-01,6.616324405755590332e-01,2.766173529517940155e-01,3.519255348314251908e-01,5.443328741679329674e-01,5.339013465034282424e-01,8.975489838218315697e-01
1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.971762193134178220e-01,6.616324405755590332e-01,2.766173529517940155e-01,3.344067043251504057e-01,5.443328741679329674e-01,5.339013465034282424e-01,8.975489838218315697e-01,4.045233639488070576e-01
3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,6.616324405755590332e-01,2.766173529517940155e-01,3.344067043251504057e-01,2.571649038694856504e-01,5.339013465034282424e-01,8.975489838218315697e-01,4.045233639488070576e-01,1.477181264751246115e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.766173529517940155e-01,3.344067043251504057e-01,2.571649038694856504e-01,7.723116745677153228e-01,8.975489838218315697e-01,4.045233639488070576e-01,1.477181264751246115e-01,2.245824560937775827e-01
3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.344067043251504057e-01,2.571649038694856504e-01,7.723116745677153228e-01,7.855664544074603128e-02,4.045233639488070576e-01,1.477181264751246115e-01,2.245824560937775827e-01,6.979581041220124238e-01
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.571649038694856504e-01,7.723116745677153228e-01,7.855664544074603128e-02,4.012997681248731130e-01,1.477181264751246115e-01,2.245824560937775827e-01,6.979581041220124238e-01,6.995090694114649565e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.723116745677153228e-01,7.855664544074603128e-02,4.012997681248731130e-01,7.358014021095716783e-01,2.245824560937775827e-01,6.979581041220124238e-01,6.995090694114649565e-01,4.988132780241968378e-01
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,7.855664544074603128e-02,4.012997681248731130e-01,7.358014021095716783e-01,5.792970251693712047e-01,6.979581041220124238e-01,6.995090694114649565e-01,4.988132780241968378e-01,2.475162803546460122e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.012997681248731130e-01,7.358014021095716783e-01,5.792970251693712047e-01,4.361754155899801866e-01,6.995090694114649565e-01,4.988132780241968378e-01,2.475162803546460122e-01,3.651801011928448304e-01
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,7.358014021095716783e-01,5.792970251693712047e-01,4.361754155899801866e-01,2.865622550347672881e-01,4.988132780241968378e-01,2.475162803546460122e-01,3.651801011928448304e-01,4.788188080854821616e-01
2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,5.792970251693712047e-01,4.361754155899801866e-01,2.865622550347672881e-01,5.199723796876637438e-01,2.475162803546460122e-01,3.651801011928448304e-01,4.788188080854821616e-01,6.560095095185245473e-01
3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.361754155899801866e-01,2.865622550347672881e-01,5.199723796876637438e-01,2.973581620224747812e-01,3.651801011928448304e-01,4.788188080854821616e-01,6.560095095185245473e-01,8.769455603487398276e-01
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.865622550347672881e-01,5.199723796876637438e-01,2.973581620224747812e-01,8.643489241633455222e-01,4.788188080854821616e-01,6.560095095185245473e-01,8.769455603487398276e-01,2.098427919251688589e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.199723796876637438e-01,2.973581620224747812e-01,8.643489241633455222e-01,8.467536174269774119e-02,6.560095095185245473e-01,8.769455603487398276e-01,2.098427919251688589e-01,5.694951841779157808e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.973581620224747812e-01,8.643489241633455222e-01,8.467536174269774119e-02,1.771669474354669038e-01,8.769455603487398276e-01,2.098427919251688589e-01,5.694951841779157808e-01,7.016166839813423595e-01
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.643489241633455222e-01,8.467536174269774119e-02,1.771669474354669038e-01,7.300290494418629761e-01,2.098427919251688589e-01,5.694951841779157808e-01,7.016166839813423595e-01,9.468013635266077088e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,8.467536174269774119e-02,1.771669474354669038e-01,7.300290494418629761e-01,3.595057891386035376e-01,5.694951841779157808e-01,7.016166839813423595e-01,9.468013635266077088e-01,3.754224369754610713e-02
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.771669474354669038e-01,7.300290494418629761e-01,3.595057891386035376e-01,7.381229013945884709e-01,7.016166839813423595e-01,9.468013635266077088e-01,3.754224369754610713e-02,3.524010709395500873e-01
1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,7.300290494418629761e-01,3.595057891386035376e-01,7.381229013945884709e-01,7.931431789185372505e-01,9.468013635266077088e-01,3.754224369754610713e-02,3.524010709395500873e-01,7.366492534306272599e-01
3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.595057891386035376e-01,7.381229013945884709e-01,7.931431789185372505e-01,8.825487898908269679e-01,3.754224369754610713e-02,3.524010709395500873e-01,7.366492534306272599e-01,1.867939612460651766e-01
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.381229013945884709e-01,7.931431789185372505e-01,8.825487898908269679e-01,8.330632934392445677e-01,3.524010709395500873e-01,7.366492534306272599e-01,1.867939612460651766e-01,5.884278407640977093e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.931431789185372505e-01,8.825487898908269679e-01,8.330632934392445677e-01,5.359116147786310291e-01,7.366492534306272599e-01,1.867939612460651766e-01,5.884278407640977093e-01,4.931425167217883265e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,8.825487898908269679e-01,8.330632934392445677e-01,5.359116147786310291e-01,2.936467249415894987e-01,1.867939612460651766e-01,5.884278407640977093e-01,4.931425167217883265e-01,1.359694855798664337e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,8.330632934392445677e-01,5.359116147786310291e-01,2.936467249415894987e-01,7.013854028988778522e-01,5.884278407640977093e-01,4.931425167217883265e-01,1.359694855798664337e-01,4.335557897250056358e-01
2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.359116147786310291e-01,2.936467249415894987e-01,7.013854028988778522e-01,3.572705587678726147e-02,4.931425167217883265e-01,1.359694855798664337e-01,4.335557897250056358e-01,6.302884551676565250e-01
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.936467249415894987e-01,7.013854028988778522e-01,3.572705587678726147e-02,5.281098147414253763e-01,1.359694855798664337e-01,4.335557897250056358e-01,6.302884551676565250e-01,8.389148833298561980e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,7.013854028988778522e-01,3.572705587678726147e-02,5.281098147414253763e-01,2.111985970371420551e-01,4.335557897250056358e-01,6.302884551676565250e-01,8.389148833298561980e-01,1.782025001558753541e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.572705587678726147e-02,5.281098147414253763e-01,2.111985970371420551e-01,3.543616090602133006e-01,6.302884551676565250e-01,8.389148833298561980e-01,1.782025001558753541e-01,2.868640032038368703e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.281098147414253763e-01,2.111985970371420551e-01,3.543616090602133006e-01,6.590133960759964049e-01,8.389148833298561980e-01,1.782025001558753541e-01,2.868640032038368703e-01,6.970568229202134258e-02
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.111985970371420551e-01,3.543616090602133006e-01,6.590133960759964049e-01,2.115051458988377320e-01,1.782025001558753541e-01,2.868640032038368703e-01,6.970568229202134258e-02,5.320468386600727406e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.543616090602133006e-01,6.590133960759964049e-01,2.115051458988377320e-01,6.592516250329572003e-01,2.868640032038368703e-01,6.970568229202134258e-02,5.320468386600727406e-01,8.200599560741230754e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,6.590133960759964049e-01,2.115051458988377320e-01,6.592516250329572003e-01,9.139665339266467292e-01,6.970568229202134258e-02,5.320468386600727406e-01,8.200599560741230754e-01,5.129112583095916111e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.115051458988377320e-01,6.592516250329572003e-01,9.139665339266467292e-01,9.085803378961350152e-01,5.320468386600727406e-01,8.200599560741230754e-01,5.129112583095916111e-01,6.591308054965825391e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.592516250329572003e-01,9.139665339266467292e-01,9.085803378961350152e-01,5.113218623578490440e-01,8.200599560741230754e-01,5.129112583095916111e-01,6.591308054965825391e-01,3.986368916477098789e-01
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.139665339266467292e-01,9.085803378961350152e-01,5.113218623578490440e-01,4.089425280959912978e-01,5.129112583095916111e-01,6.591308054965825391e-01,3.986368916477098789e-01,3.293802269506030944e-01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.085803378961350152e-01,5.113218623578490440e-01,4.089425280959912978e-01,4.747232653767621269e-01,6.591308054965825391e-01,3.986368916477098789e-01,3.293802269506030944e-01,6.933843325659918566e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.113218623578490440e-01,4.089425280959912978e-01,4.747232653767621269e-01,6.446435176614686569e-01,3.986368916477098789e-01,3.293802269506030944e-01,6.933843325659918566e-01,2.263330510647157956e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.089425280959912978e-01,4.747232653767621269e-01,6.446435176614686569e-01,5.068653924871783234e-01,3.293802269506030944e-01,6.933843325659918566e-01,2.263330510647157956e-01,2.699359232810382148e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.747232653767621269e-01,6.446435176614686569e-01,5.068653924871783234e-01,1.748693135788292885e-01,6.933843325659918566e-01,2.263330510647157956e-01,2.699359232810382148e-01,3.334973434049883778e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.446435176614686569e-01,5.068653924871783234e-01,1.748693135788292885e-01,1.289846104451032316e-01,2.263330510647157956e-01,2.699359232810382148e-01,3.334973434049883778e-01,8.962862271446100371e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.068653924871783234e-01,1.748693135788292885e-01,1.289846104451032316e-01,5.002366055395701672e-01,2.699359232810382148e-01,3.334973434049883778e-01,8.962862271446100371e-01,4.779501596709612166e-01
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.748693135788292885e-01,1.289846104451032316e-01,5.002366055395701672e-01,4.933178467424501612e-01,3.334973434049883778e-01,8.962862271446100371e-01,4.779501596709612166e-01,2.000251388408108566e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.289846104451032316e-01,5.002366055395701672e-01,4.933178467424501612e-01,9.725217368693326314e-01,8.962862271446100371e-01,4.779501596709612166e-01,2.000251388408108566e-01,4.146580062026761215e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.002366055395701672e-01,4.933178467424501612e-01,9.725217368693326314e-01,7.349177776906967718e-02,4.779501596709612166e-01,2.000251388408108566e-01,4.146580062026761215e-01,3.686805793688996413e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,4.933178467424501612e-01,9.725217368693326314e-01,7.349177776906967718e-02,8.153863178612411611e-01,2.000251388408108566e-01,4.146580062026761215e-01,3.686805793688996413e-01,8.800470114694896040e-01
2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,9.725217368693326314e-01,7.349177776906967718e-02,8.153863178612411611e-01,5.450100880671313597e-01,4.146580062026761215e-01,3.686805793688996413e-01,8.800470114694896040e-01,9.119077194657594365e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.349177776906967718e-02,8.153863178612411611e-01,5.450100880671313597e-01,1.758207120110412136e-01,3.686805793688996413e-01,8.800470114694896040e-01,9.119077194657594365e-01,3.119671322640816813e-01
3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.153863178612411611e-01,5.450100880671313597e-01,1.758207120110412136e-01,3.939199993101287767e-01,8.800470114694896040e-01,9.119077194657594365e-01,3.119671322640816813e-01,3.267267592952565192e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.450100880671313597e-01,1.758207120110412136e-01,3.939199993101287767e-01,4.701475445237403017e-01,9.119077194657594365e-01,3.119671322640816813e-01,3.267267592952565192e-01,7.762496370136691137e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.758207120110412136e-01,3.939199993101287767e-01,4.701475445237403017e-01,8.356828792202164458e-01,3.119671322640816813e-01,3.267267592952565192e-01,7.762496370136691137e-01,8.748630647791102444e-01
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.939199993101287767e-01,4.701475445237403017e-01,8.356828792202164458e-01,1.934675714356896004e-01,3.267267592952565192e-01,7.762496370136691137e-01,8.748630647791102444e-01,1.454149261224314538e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.701475445237403017e-01,8.356828792202164458e-01,1.934675714356896004e-01,6.579442310086383028e-01,7.762496370136691137e-01,8.748630647791102444e-01,1.454149261224314538e-01,5.856760977489224862e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,8.356828792202164458e-01,1.934675714356896004e-01,6.579442310086383028e-01,1.424892373914619093e-01,8.748630647791102444e-01,1.454149261224314538e-01,5.856760977489224862e-01,4.873376588362564599e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.934675714356896004e-01,6.579442310086383028e-01,1.424892373914619093e-01,7.266839162057241452e-01,1.454149261224314538e-01,5.856760977489224862e-01,4.873376588362564599e-01,6.720002822047348445e-01
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.579442310086383028e-01,1.424892373914619093e-01,7.266839162057241452e-01,5.561412482864491746e-02,5.856760977489224862e-01,4.873376588362564599e-01,6.720002822047348445e-01,6.406465593383771084e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.424892373914619093e-01,7.266839162057241452e-01,5.561412482864491746e-02,7.389379040362786810e-02,4.873376588362564599e-01,6.720002822047348445e-01,6.406465593383771084e-01,5.722398333100259249e-01
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.266839162057241452e-01,5.561412482864491746e-02,7.389379040362786810e-02,4.602138053741799961e-01,6.720002822047348445e-01,6.406465593383771084e-01,5.722398333100259249e-01,5.945402932283763153e-01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.561412482864491746e-02,7.389379040362786810e-02,4.602138053741799961e-01,7.828277725044904267e-01,6.406465593383771084e-01,5.722398333100259249e-01,5.945402932283763153e-01,1.558543914251273588e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.389379040362786810e-02,4.602138053741799961e-01,7.828277725044904267e-01,6.251761024191082594e-02,5.722398333100259249e-01,5.945402932283763153e-01,1.558543914251273588e-01,4.311078315546372774e-01
